"Source Url","Pair","Match Line"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (16%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ishwetasingh/ (96%)","9258"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (6%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (21%)","53"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (16%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (18%)","47"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (11%)","60"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (6%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (11%)","84"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pmittal115/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (3%)","60"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (5%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (10%)","76"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (18%)","56"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (6%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pmittal115/ (1%)","50"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (5%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%)","53"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (4%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (9%)","80"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%)","49"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (5%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (3%)","57"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (3%)","47"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (14%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%)","33"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (11%)","40"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (3%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (10%)","33"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (1%)","45"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (9%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (11%)","27"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (2%)","38"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (9%)","33"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (6%)","35"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ishwetasingh/ (0%)","9"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (5%)","31"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (8%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (9%)","34"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (3%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (10%)","28"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (9%)","31"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (8%)","44"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%)","28"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (7%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (7%)","28"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (4%)","26"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (4%)","33"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (7%)","17"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pmittal115/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (4%)","27"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (8%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (4%)","23"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-shiboo18/ (14%)","21"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (4%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (6%)","28"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pmittal115/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (7%)","23"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (6%)","20"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (6%)","30"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (5%)","17"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (7%)","19"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (6%)","17"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (3%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (7%)","27"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%)","23"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (6%)","31"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (24%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (7%)","11"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (1%)","18"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (6%)","20"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%)","15"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (6%)","19"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (5%)","17"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (6%)","28"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (22%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (5%)","6"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (5%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (22%)","7"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (6%)","24"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%)","12"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-shiboo18/ (11%)","17"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-shiboo18/ (10%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (5%)","19"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (5%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (4%)","19"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%)","14"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (5%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (4%)","6"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-abelal16/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%)","16"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (0%)","19"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (5%)","23"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-shiboo18/ (9%)","11"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-huayifang/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pmittal115/ (0%)","16"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (4%)","12"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (4%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (3%)","14"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (3%)","15"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (14%)","12"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pmittal115/ (0%)","16"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (3%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (4%)","11"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (3%)","14"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-shiboo18/ (7%)","10"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (3%)","11"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-tanmayee123/ (3%)","15"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (2%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (3%)","13"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-taycurt17/ (3%)","8"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pjt90/ (3%)","7"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (2%)","6"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-MegamindHenry/ (1%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (0%)","8"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (3%)","10"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-meetalivaidya/ (1%)","19"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (3%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (11%)","12"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-patrickherrod/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (11%)","5"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ankitbatheja/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-aterriqu/ (2%)","9"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-lostkuma/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ishwetasingh/ (0%)","9"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (11%)","23"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-crloflin/ (11%)","12"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-prachitamane/ (3%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-dengc/ (0%)","13"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-pmittal115/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ishwetasingh/ (0%)","8"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ishwetasingh/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-wluan/ (2%)","10"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-shiboo18/ (6%)","17"
"http://moss.stanford.edu/results/359045068/","/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016greenironhack-phase4-master/2016greenironhack-ishwetasingh/ (0%)","12"
