"Source Url","Pair","Match Line"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (8%);/Users/lord/Documents/2016green21/2016greenironhack2-abelal16/ (15%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (8%);/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (6%)","8"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-shiboo18/ (4%)","11"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (5%);/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (4%)","11"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-abelal16/ (14%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-prachitamane/ (3%)","12"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-taycurt17/ (3%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (7%)","8"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%)","11"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-prachitamane/ (3%)","10"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (7%);/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (3%)","9"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (7%);/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (5%)","9"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sabrina-hsu/ (8%);/Users/lord/Documents/2016green21/2016greenironhack2-wluan/ (5%)","11"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-huayifang/ (7%);/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (6%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (6%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-taycurt17/ (3%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-abelal16/ (11%);/Users/lord/Documents/2016green21/2016greenironhack2-taycurt17/ (3%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-taycurt17/ (3%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-lostkuma/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","8"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sabrina-hsu/ (7%);/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (2%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (4%);/Users/lord/Documents/2016green21/2016greenironhack2-taycurt17/ (2%)","8"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (3%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-shiboo18/ (3%)","11"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%)","11"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (2%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (4%);/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (2%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (4%)","10"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pmittal115/ (23%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (2%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-huayifang/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-lostkuma/ (0%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sabrina-hsu/ (6%);/Users/lord/Documents/2016green21/2016greenironhack2-shiboo18/ (3%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sabrina-hsu/ (6%);/Users/lord/Documents/2016green21/2016greenironhack2-sauravn/ (0%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sabrina-hsu/ (6%);/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (3%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack-pmittal115/ (22%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-ishwetasingh/ (0%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-MegamindHenry/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-wluan/ (4%)","8"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-aterriqu/ (7%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-tanmayee123/ (8%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pmittal115/ (21%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","10"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (2%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-crloflin/ (12%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-aterriqu/ (7%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (3%);/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (2%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-prachitamane/ (2%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-pmittal115/ (3%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-crloflin/ (12%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pmittal115/ (21%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (4%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-lostkuma/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (2%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-lostkuma/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-Christyyy/ (14%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-lostkuma/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pmittal115/ (21%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-lostkuma/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (4%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ishwetasingh/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-prachitamane/ (2%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-shiboo18/ (3%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-sauravn/ (0%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (2%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (3%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (4%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-huayifang/ (3%);/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (2%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-crloflin/ (12%);/Users/lord/Documents/2016green21/2016greenironhack2-prachitamane/ (2%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-crloflin/ (12%);/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-ishwetasingh/ (0%)","7"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-prachitamane/ (2%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-pjt90/ (2%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (2%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-aterriqu/ (7%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (4%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-abelal16/ (9%);/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-MegamindHenry/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-sabrina-hsu/ (6%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-MegamindHenry/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-aterriqu/ (7%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-MegamindHenry/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-abelal16/ (9%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack2-MegamindHenry/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pmittal115/ (21%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (3%);/Users/lord/Documents/2016green21/2016greenironhack2-meetalivaidya/ (2%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-sauravn/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-ankitbatheja/ (0%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (4%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%);/Users/lord/Documents/2016green21/2016greenironhack2-shiboo18/ (3%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%);/Users/lord/Documents/2016green21/2016greenironhack2-dengc/ (0%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%);/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (3%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-shiboo18/ (3%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (5%);/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (3%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-lostkuma/ (5%);/Users/lord/Documents/2016green21/2016greenironhack-pmittal115/ (21%)","6"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-huayifang/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-tanmayee123/ (1%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-huayifang/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-patrickherrod/ (0%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-huayifang/ (5%);/Users/lord/Documents/2016green21/2016greenironhack2-aterriqu/ (7%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-huayifang/ (5%);/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (4%)","3"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-shiboo18/ (3%)","9"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack2-crloflin/ (12%)","5"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-shiboo18/ (3%)","9"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-pjt90/ (4%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-meetalivaidya/ (4%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-cgrieger12/ (0%);/Users/lord/Documents/2016green21/2016greenironhack-MegamindHenry/ (9%)","4"
"http://moss.stanford.edu/results/848869095/","/Users/lord/Documents/2016green21/2016greenironhack-MegamindHenry/ (9%);/Users/lord/Documents/2016green21/2016greenironhack2-abelal16/ (9%)",""
